#UniProtKBID	EntrezGeneID	GeneSymbol	DrugBankIDs
Q9Y678	22820	COPG1	DB03963;
Q14644	22821	RASA3
Q8WV24	22822	PHLA1
Q9Y483	22823	MTF2
O95757	22824	HS74L
O75937	22826	DNJC8
Q9UHX1	22827	PUF60
Q9UPN6	22828	SCAF8
Q5TB80	22832	CE162
Q9Y2D9	22834	ZN652
Q9Y2G7	22835	ZFP30
O94955	22836	RHBT3
Q53SF7	22837	COBL1
Q7L0R7	22838	RNF44
Q9Y2H0	22839	DLGP4
Q7L804	22841	RFIP2
Q8WY54	22843	PPM1E
Q5SYB0	22844	FRPD1
Q9UPQ8	22845	DOLK
Q7L8A9	22846	VASH1
Q8TCN5	22847	ZN507
Q2M2I8	22848	AAK1	DB12010;
Q8NE35	22849	CPEB3
Q6IQ32	22850	ADNP2
Q9UPS8	22852	ANR26
Q8IWU2	22853	LMTK2
Q9Y2I2	22854	NTNG1
Q86X52	22856	CHSS1
Q9UPZ9	22858	CILK1	DB12010;
O94910	22859	AGRL1
Q9C000	22861	NLRP1
Q9Y2H6	22862	FND3A
Q6ZNE5	22863	BAKOR
Q9Y2K5	22864	R3HD2
O94933	22865	SLIK3
Q8WXI2	22866	CNKR2
Q9NYY8	22868	FAKD2
Q9Y2H8	22869	ZN510
Q9UPN7	22870	PP6R1
Q8N2Q7	22871	NLGN1
O94979	22872	SC31A
Q86YF9	22873	DZIP1
Q9Y2H5	22874	PKHA6
Q9Y2H2	22876	SAC2
Q9HAP2	22877	MLXIP
Q9Y2L5	22878	TPPC8
Q7L1V2	22879	MON1B
Q9Y6X9	22880	MORC2
Q9Y2G4	22881	ANKR6
Q9Y6X8	22882	ZHX2
O94985	22883	CSTN1
Q9Y2I8	22884	WDR37
O94929	22885	ABLM3
Q9UPW0	22887	FOXJ3
O94941	22888	RNF37
Q7Z7F0	22889	KHDC4
Q9Y2K1	22890	ZBTB1
Q70YC4	22891	TALAN
Q70YC5	22891	ZN365
Q8TBE0	22893	BAHD1
Q9Y2L1	22894	RRP44
Q9Y2J0	22895	RP3A
Q9UPV0	22897	CE164
A2RUS2	22898	DEND3
O94989	22899	ARHGF
Q9Y2G2	22900	CARD8
Q7L099	22902	RUFY3
Q9Y2F9	22903	BTBD3
Q9Y2G9	22904	SBNO2
O95208	22905	EPN2
Q9UPV9	22906	TRAK1
Q7L2E3	22907	DHX30
Q9NTJ5	22908	SAC1
Q9Y2M0	22909	FAN1
O94967	22911	WDR47
Q9UKM9	22913	RALY
P26718	22914	NKG2D
Q13201	22915	MMRN1
P52298	22916	NCBP2
Q9NPY3	22918	C1QR1
Q15691	22919	MARE1
Q92845	22920	KIFA3
Q9Y3D2	22921	MSRB2	DB00134;
Q9UPY8	22924	MARE3
Q13018	22925	PLA2R
P18850	22926	ATF6A	DB00852;
Q5JVS0	22927	HABP4	DB08818;
Q99611	22928	SPS2
P49903	22929	SPS1
Q15042	22930	RB3GP
Q9NP72	22931	RAB18
Q6PJE2	22932	POZP3
Q8IXJ6	22933	SIR2	DB15493;
P49247	22934	RPIA	DB01756;
O00472	22936	ELL2
Q12770	22937	SCAP
Q13573	22938	SNW1
Q9UPX8	22941	SHAN2
O94907	22943	DKK1
O60870	22944	KIN17
P48643	22948	TCPE
Q14914	22949	PTGR1	DB07177;DB03461;DB04066;
Q9BWU0	22950	NADAP
Q9UBL9	22953	P2RX2
Q13049	22954	TRI32
Q96GD3	22955	SCMH1	DB03345;
Q9ULW0	22974	TPX2
Q6ZW49	22976	PAXI1
O95154	22977	ARK73
P49902	22978	5NTC	DB00171;DB00811;DB06408;
Q9Y2G0	22979	EFR3B
Q9BQ70	22980	TCF25
Q9Y2I6	22981	NINL
Q9Y2E4	22982	DIP2C
Q9Y2H9	22983	MAST1	DB12010;
Q14690	22984	RRP5
Q9UKV3	22985	ACINU
Q9UPU3	22986	SORC3
Q496J9	22987	SV2C
Q9Y2K3	22989	MYH15
Q96RV3	22990	PCX1
Q9Y2K7	22992	KDM2A
Q12766	22993	HMGX3
Q9UPN4	22994	CP131
O94986	22995	CE152
Q9UPQ0	22998	LIMC1
Q86UR5	22999	RIMS1
Q8IZQ1	23001	WDFY3
Q9Y4D1	23002	DAAM1
O60336	23005	MABP1
Q4KWH8	23007	PLCH1
Q6PID8	23008	KLD10
Q9UL25	23011	RAB21
Q9Y2H1	23012	ST38L	DB12010;
Q96T58	23013	MINT
O94952	23014	FBX21
A7E2F4	23015	GOG8A
Q15024	23016	EXOS7
Q9BWQ8	23017	LFG2
A5YKK6	23019	CNOT1
O75643	23020	U520
Q8WX93	23022	PALLD
O94876	23023	TMCC1
Q9UPQ7	23024	PZRN3
Q9UPW8	23025	UN13A
Q9Y6X6	23026	MYO16
O60341	23028	KDM1A
P42696	23029	RBM34
O94953	23030	KDM4B
O60307	23031	MAST3
Q8TEY7	23032	UBP33
Q5JWR5	23033	DOP1
Q9UPU9	23034	SMAG1
Q6ZVD8	23035	PHLP2
O60281	23036	ZN292
O15018	23037	PDZD2
Q8N5D0	23038	WDTC1
Q9UIA9	23039	XPO7
Q9UL68	23040	MYT1L
Q7Z3U7	23041	MON2
Q6P996	23042	PDXD1	DB00114;
Q9UKE5	23043	TNIK	DB12010;
O75037	23046	KI21B
Q9NTI5	23047	PDS5B
Q96RU3	23048	FNBP1
Q96Q15	23049	SMG1
Q9H4I2	23051	ZHX3
O94919	23052	ENDD1
A7E2V4	23053	ZSWM8
Q14686	23054	NCOA6
Q9BZQ4	23057	NMNA2
Q96AJ1	23059	CLUA1
O15014	23060	ZN609
Q66K14	23061	TBC9B
Q9UJY4	23062	GGA2
Q7Z5K2	23063	WAPL
Q7Z333	23064	SETX
Q8N766	23065	EMC1
O75155	23066	CAND2
Q9UPS6	23067	SET1B
Q8N1G2	23070	CMTR1	DB00118;
Q9BS26	23071	ERP44
Q76N89	23072	HECW1
A0JNW5	23074	UH1BL
Q9UH65	23075	SWP70
Q14684	23076	RRP1B
O75592	23077	MYCB2
A3KMH1	23078	VWA8
Q8NBF6	23080	AVL9
Q9H3R0	23081	KDM4C
Q5VV67	23082	PPRC1
Q8IUD2	23085	RB6I2
Q8NEV8	23086	EXPH5
Q9UPQ4	23087	TRI35
Q86TG7	23089	PEG10
Q2M1K9	23090	ZN423
Q5T200	23091	ZC3HD
Q9UNA1	23092	RHG26
Q6EMB2	23093	TTLL5
O60292	23094	SI1L3
O60333	23095	KIF1B
Q9BWU1	23097	CDK19
Q6SZW1	23098	SARM1
O43298	23099	ZBT43
Q86YR7	23101	MF2L2
Q9UPU7	23102	TBD2B
Q6MZW2	23105	FSTL4
Q92552	23107	RT27
Q684P5	23108	RPGP2
O94850	23109	DEND
Q8N0X7	23111	SPART
Q9UPQ9	23112	TNR6B
Q8IWT3	23113	CUL9
O94856	23114	NFASC
Q9Y4F4	23116	TGRM1
Q9NYJ8	23118	TAB2
Q96JB3	23119	HIC2
O75122	23122	CLAP2
O94983	23125	CMTA2
Q7Z3K3	23126	POGZ
Q8IYK4	23127	GT252
Q9Y4D7	23129	PLXD1
Q2TAZ0	23130	ATG2A
Q9UKJ3	23131	GPTC8
Q9Y4B4	23132	ARIP4
Q9UPP1	23133	PHF8
O15054	23135	KDM6B
Q9Y2J2	23136	E41L3
Q8IY18	23137	SMC5
O15049	23138	N4BP3
Q6P0Q8	23139	MAST2
O43149	23140	ZZEF1
Q86XL3	23141	ANKL2
Q92564	23142	DCNL4
Q9Y2L9	23143	LRCH1
Q8IXZ2	23144	ZC3H3
O15069	23148	NACAD
O14526	23149	FCHO1
Q9Y2L6	23150	FRM4B
Q6IC98	23151	GRAM4
Q96RK0	23152	CIC
Q9UBB6	23154	NCDN
Q96S66	23155	CLCC1
Q14141	23157	SEPT6
Q6ZT07	23158	TBCD9
Q15061	23160	WDR43
Q9Y5W8	23161	SNX13
Q9UPT6	23162	JIP3
Q9NZ52	23163	GGA3
Q6WCQ1	23164	MPRIP
Q92621	23165	NU205
Q9NY15	23166	STAB1
Q14156	23167	EFR3A
Q92541	23168	RTF1
Q9NTN3	23169	S35D1
Q14166	23170	TTL12
Q8N335	23171	GPD1L
Q15018	23172	ABRX2
P53582	23173	MAP11	DB07903;DB07901;DB04324;DB07902;
Q8WYQ9	23174	ZCH14
Q14693	23175	LPIN1
Q92599	23176	SEPT8
Q76N32	23177	CEP68
Q96RG2	23178	PASK
Q9NZL6	23179	RGL1
Q14699	23180	RFTN1
Q14689	23181	DIP2A
Q14696	23184	MESD
Q92615	23185	LAR4B
Q9UKL0	23186	RCOR1
Q86UU1	23187	PHLB1
Q14678	23189	KANK1
Q92575	23190	UBXN4
Q7L576	23191	CYFP1
Q9Y4P1	23192	ATG4B
Q14697	23193	GANAB	DB00491;
Q9UJT9	23194	FBXL7
Q9NU22	23195	MDN1
Q9NZB2	23196	F120A
Q96CS3	23197	FAF2
Q14997	23198	PSME4
Q14687	23199	GSE1
Q9Y2G3	23200	AT11B
Q92567	23201	F168A
Q10713	23203	MPPA
Q15041	23204	AR6P1
Q96GR2	23205	ACBG1	DB08326;
Q8IWE5	23207	PKHM2
Q9BT88	23208	SYT11
Q15049	23209	MLC1
Q6NYC1	23210	JMJD6
Q9UPT8	23211	ZC3H4
Q15050	23212	RRS1
Q8IWU6	23213	SULF1
Q96QU8	23214	XPO6
Q9Y520	23215	PRC2C
Q86TI0	23216	TBCD1
Q6ZNJ1	23218	NBEL2
Q9NVF7	23219	FBX28
Q9Y2E6	23220	DTX4
Q9BYZ6	23221	RHBT2
Q5JTH9	23223	RRP12
Q8WXH0	23224	SYNE2
Q8TEM1	23225	PO210
Q9UPR0	23228	PLCL2
O43307	23229	ARHG9
Q96RL7	23230	VP13A
Q68CR1	23231	SE1L3
Q9Y2D4	23233	EXC6B
Q8WXX5	23234	DNJC9
Q9H0K1	23235	SIK2	DB12010;
Q9NQ66	23236	PLCB1
Q7LC44	23237	ARC
O60346	23239	PHLP1
A2VDJ0	23240	T131L
Q86VP3	23241	PACS2
O75128	23242	COBL
O15084	23243	ANR28
Q29RF7	23244	PDS5A
O75129	23245	ASTN2
Q14137	23246	BOP1
O60303	23247	K0556
Q5VT52	23248	RPRD2
P98196	23250	AT11A
Q5T2D3	23252	OTUD3
Q6UB98	23253	ANR12
Q674X7	23254	KAZRN
Q9Y4B5	23255	MTCL1
Q8WVM8	23256	SCFD1
Q6IQ26	23258	DEN5A
O94830	23259	DDHD2
Q9Y6Y1	23261	CMTA1
O43314	23262	VIP2
O15068	23263	MCF2L
Q9UGR2	23264	Z3H7B
Q9UPT5	23265	EXOC7
O95490	23266	AGRL2
Q6XZF7	23268	DNMBP
Q8IWI9	23269	MGAP
Q9UJ04	23270	TSYL4
Q08AD1	23271	CAMP2
Q9UK61	23272	TASOR
Q2KHT3	23274	CL16A
Q9Y2G5	23275	OFUT2
O94889	23276	KLH18
O75153	23277	CLU
Q12769	23279	NU160
Q5JR59	23281	MTUS2
Q9H0L4	23283	CSTFT
Q9HAR2	23284	AGRL3
Q8IX03	23286	KIBRA
Q9UPW5	23287	CBPC1
Q6IPM2	23288	IQCE
Q9UKB1	23291	FBW1B
Q86US8	23293	EST1A	DB05036;
Q92625	23294	ANS1A
O60291	23295	MGRN1
Q8TD16	23299	BICD2
O43313	23300	ATMIN
Q8NDI1	23301	EHBP1
Q9NQT8	23303	KI13B
Q8IWV8	23304	UBR2
Q9UKU0	23305	ACSL6
O14524	23306	NEMP1
Q5T1M5	23307	FKB15
O75144	23308	ICOSL
O75182	23309	SIN3B
P42695	23310	CNDD3
Q8TDJ6	23312	DMXL2
Q6ICG6	23313	K0930
Q9UPW6	23314	SATB2
Q9Y2E8	23315	SL9A8
O14529	23316	CUX2
O75165	23317	DJC13
Q5TAX3	23318	TUT4
Q9C040	23321	TRIM2
Q68CZ1	23322	FTM
Q9Y2E5	23324	MA2B2
Q2M389	23325	WASC4
Q9UPT9	23326	UBP22
Q96PU5	23327	NED4L
O94885	23328	SASH1
Q9Y2I9	23329	TBC30
Q96AY4	23331	TTC28
Q7Z460	23332	CLAP1	DB12010;
Q2PZI1	23333	D19L1
Q5T011	23334	SZT2
Q9Y4E6	23335	WDR7
O15061	23336	SYNEM
Q9NQC1	23338	JADE2
Q96JC1	23339	VPS39
Q9Y2G8	23341	DJC16
Q9BSJ8	23344	ESYT1
Q8NF91	23345	SYNE1
A6NHR9	23347	SMHD1
Q9BZ29	23348	DOCK9
O15042	23350	SR140
O15037	23351	KHNYN
Q5T4S7	23352	UBR4	DB05483;DB04959;
O94901	23353	SUN1
O94927	23354	HAUS5
Q8N3P4	23355	VPS8
Q9UNK9	23357	ANGE1
Q9UPU5	23358	UBP24
O60320	23359	F1891
Q8N3X1	23360	FNBP4
Q9UEG4	23361	ZN629
Q9NYI0	23362	PSD3
O75147	23363	OBSL1
Q9NZN5	23365	ARHGC
Q6PKG0	23367	LARP1
Q96KQ4	23368	ASPP1
Q8TB72	23369	PUM2
Q6ZSZ5	23370	ARHGI
Q63HR2	23371	TNS2
Q6UUV9	23373	CRTC1
O94874	23376	UFL1
O43159	23378	RRP8
Q9Y2F5	23379	ICE1
O75044	23380	SRGP2
Q9UPR3	23381	SMG5
Q96HN2	23382	SAHH3
Q9Y6X3	23383	SCC4
Q69YQ0	23384	CYTSA
Q92542	23385	NICA
Q8IVD9	23386	NUDC3
Q9Y2K2	23387	SIK3	DB12010;
Q71F56	23389	MD13L
Q8IUH5	23390	ZDH17
Q9H2P0	23394	ADNP
O60331	23396	PI51C
Q15003	23397	CND2
Q96BP3	23398	PPWD1
O95476	23399	CNEP1
Q9NQ11	23400	AT132
O75474	23401	FRAT2
Q6PJ61	23403	FBX46
Q13868	23404	EXOS2
Q9UPY3	23405	DICER
Q14019	23406	COTL1
Q9NXA8	23408	SIR5	DB03478;DB02059;DB15493;DB02701;DB04786;
Q9Y6E7	23409	SIR4
Q9NTG7	23410	SIR3	DB02059;
Q96EB6	23411	SIR1	DB15493;DB13978;DB05073;
Q9UBI1	23412	COMD3
P62166	23413	NCS1	DB11093;DB11348;DB14481;
Q8WW38	23414	FOG2
Q9ULD8	23416	KCNH3
O95822	23417	DCMC
P82279	23418	CRUM1
Q15155	23420	NOMO1	DB00277;
Q13352	23421	CENPR
Q9Y3Q3	23423	TMED3
Q8NHU6	23424	TDRD7
Q9Y3R0	23426	GRIP1
Q9UHI5	23428	LAT2	DB00160;DB00130;DB01235;DB00120;DB02750;
Q8N488	23429	RYBP
Q9UPM8	23431	AP4E1
Q8N6U8	23432	GP161
P17081	23433	RHOQ
Q13148	23435	TADBP
P49590	23438	SYHM
Q9Y2D2	23443	S35A3
Q8WWI5	23446	CTL1	DB00122;DB14006;
Q15393	23450	SF3B3	DB04216;
O75533	23451	SF3B1	DB14017;
Q9NRK6	23456	ABCBA
Q9NP78	23457	ABCB9
Q8N139	23460	ABCA6
Q8WWZ7	23461	ABCA5	DB00864;
Q9Y5J3	23462	HEY1
O60725	23463	ICMT
O75600	23464	KBL	DB00145;DB00114;
O95503	23466	CBX6
O95502	23467	NPTXR
P45973	23468	CBX5	DB09130;
Q92576	23469	PHF3
Q15629	23471	TRAM1
Q9Y6W3	23473	CAN7
O95571	23474	ETHE1
Q15274	23475	NADC	DB00627;
O60885	23476	BRD4
P67812	23478	SC11A
Q9H1K1	23479	ISCU
P60059	23480	SC61G
O00541	23481	PESC
O95455	23483	TGDS
O95214	23484	LERL1
Q6UWW8	23491	EST3
O95931	23492	CBX7
Q9UBP5	23493	HEY2
O14836	23495	TR13B
P46952	23498	3HAO
Q9UPN3	23499	MACF1
Q86T65	23500	DAAM2
Q68DK2	23503	ZFY26
O15034	23504	RIMB2
Q92545	23505	TM131
Q6AI39	23506	BICRL
Q9H488	23509	OFUT1
Q14681	23510	KCTD2
Q5SRE5	23511	NU188
Q15022	23512	SUZ12
Q14160	23513	SCRIB
Q14149	23515	MORC3
Q15043	23516	S39AE
P42285	23517	MTREX
Q15032	23518	R3HD1
O95626	23519	AN32D
O43423	23520	AN32C
P40429	23521	RL13A	DB02494;DB07374;DB08437;
Q8WYB5	23522	KAT6B
Q9Y6J0	23523	CABIN
Q9UQ35	23524	SRRM2
Q92619	23526	HMHA1
Q15057	23527	ACAP2
Q9Y2X9	23528	ZN281
Q9UBD9	23529	CLCF1
Q13423	23530	NNTM	DB01763;DB00157;DB03461;DB09092;
P78395	23532	PRAME
Q8WYR1	23533	PI3R5
Q9Y5L0	23534	TNPO3
Q9BUB4	23536	ADAT1
Q9UKL2	23538	O52A1
O95907	23539	MOT3	DB00119;
O76054	23541	S14L2	DB14003;DB14001;DB14002;DB03796;DB11635;DB11251;DB00163;
Q13387	23542	JIP2
O43251	23543	RFOX2
Q9Y487	23545	VPP2
O95473	23546	SNG4
Q6PID6	23548	TTC33
Q9ULA0	23549	DNPEP	DB00142;
Q8NDX1	23550	PSD4
Q96D21	23551	RHES
Q8IZL9	23552	CDK20
O95859	23554	TSN12
O95858	23555	TSN15
O95427	23556	PIGN
O95295	23557	SNAPN
Q969T9	23558	WBP2
Q96G27	23559	WBP1
Q9BZE4	23560	NOG1
O95865	23564	DDAH2	DB00155;
Q9UBY5	23566	LPAR3
Q9UL40	23567	ZN346
Q9Y2Y0	23568	AR2BP
Q9UM07	23569	PADI4	DB00207;DB00155;DB07449;DB01082;DB00759;
O94760	23576	DDAH1	DB00155;DB05351;DB00736;DB00213;
Q9H3Q1	23580	BORG4
P31944	23581	CASPE
O95273	23582	CCDB1
Q53HV7	23583	SMUG1
O95807	23585	TM50A
O95786	23586	DDX58
Q8TE02	23587	ELP5
Q9Y2U9	23588	KLDC2
Q9Y2V2	23589	CHSP1
Q5T2R2	23590	DPS1
Q9Y2U8	23592	MAN1
Q9Y5Z4	23593	HEBP2
Q9Y5N6	23594	ORC6
Q9UBD5	23595	ORC3
Q9Y305	23597	ACOT9
Q9HBE1	23598	PATZ1
Q9UHK6	23600	AMACR
Q9NY25	23601	CLC5A
Q9ULV4	23603	COR1C
Q9UIK4	23604	DAPK2	DB12010;
Q9Y5K6	23607	CD2AP
Q9UHC7	23608	MKRN1
Q9H000	23609	MKRN2
Q9Y5J5	23612	PHLA3
Q9ULU4	23613	PKCB1
Q9Y3L3	23616	3BP1
Q96PF2	23617	TSSK2
Q9NZV7	23619	ZIM2
O95665	23620	NTR2	DB01106;
P56817	23621	BACE1	DB07573;DB07736;DB07737;DB07519;DB07874;DB07535;DB08749;DB07345;DB07346;DB07110;DB07415;DB07206;DB07245;DB06073;DB02378;DB07734;DB07019;DB07735;DB07738;DB06930;DB07089;DB07175;DB07284;DB07993;DB07303;DB07994;DB07281;DB12285;
Q9BVN2	23623	RUSC1
Q9ULV8	23624	CBLC
Q9UKY0	23627	PRND
Q9UJ90	23630	KCNE5
Q9ULX7	23632	CAH14	DB00819;DB08846;DB00909;
O60684	23633	IMA7
P81877	23635	SSBP2
P37198	23636	NUP62
Q9Y3P9	23637	RBGP1
Q86X45	23639	TILB
Q9NZL4	23640	HPBP1
O95751	23641	LDOC1
Q9Y6Y9	23643	LY96	DB02767;DB03017;DB00295;DB08231;
Q6P2E9	23644	EDC4
O75807	23645	PR15A
Q8IV08	23646	PLD3
P53365	23647	ARFP2
Q9BWW4	23648	SSBP3
Q14181	23649	DPOA2	DB00851;
Q14134	23650	TRI29
O15031	23654	PLXB2
Q9UPY5	23657	XCT	DB06151;DB05540;DB00138;DB00142;DB00740;DB01098;DB00795;DB08833;DB04348;DB08834;DB11590;
Q9Y4Y9	23658	LSM5
Q8NCC3	23659	PAG15
Q9Y2L8	23660	ZKSC5
Q9UHN6	23670	CEIP2
Q86Y82	23673	STX12
Q9UHP9	23676	SMPX
Q9P0V3	23677	SH3B4
Q96BR1	23678	SGK3	DB12010;
P57729	23682	RAB38
O94806	23683	KPCD3
Q8WWG9	23704	KCNE4
Q9BY67	23705	CADM1
Q8IYD1	23708	ERF3B
Q9H0R8	23710	GBRL1
Q9UHJ6	23729	SHPK
Q9H330	23731	TM245
Q9Y6B2	23741	EID1
Q9H2M3	23743	BHMT2	DB00134;
Q9NZN9	23746	AIPL1
Q9HCN8	23753	SDF2L
Q13356	23759	PPIL2
P48739	23760	PIPNB
Q9UG56	23761	PISD	DB00144;
Q969R2	23762	OSBP2
Q9ULX9	23764	MAFF
Q96F46	23765	I17RA
Q9NZU0	23767	FLRT3
O43155	23768	FLRT2
Q9NZU1	23769	FLRT1
Q14318	23770	FKBP8
O95696	23774	BRD1
P85298	23779	RHG08
Q9BQE5	23780	APOL2
Q6S545	23784	POTEH
Q9BXK5	23786	B2L13
Q9NZJ7	23787	MTCH1
Q9Y6C9	23788	MTCH2
O95239	24137	KIF4A
Q13325	24138	IFIT5
O95834	24139	EMAL2
Q9UET6	24140	TRM7
Q93015	24142	NAA80
Q9UBB9	24144	TFP11
Q96RD7	24145	PANX1	DB01032;
P56746	24146	CLD15
Q86VR8	24147	FJX1
O94906	24148	PRP6
Q5VUA4	24149	ZN318
Q9ULZ0	24150	T53G3
Q6ZVL6	25758	K154L
P98077	25759	SHC2
O75409	25763	HYPM
Q9NX55	25764	HYPK
Q6NWY9	25766	PR40B
Q9UI40	25769	NCKX2
Q8WUA7	25771	TB22A
Q9Y442	25775	CV024
Q9Y3M2	25776	CBY1
Q9UH99	25777	SUN2
Q6XUX3	25778	DUSTY
Q8IV61	25780	GRP3
Q9H2M9	25782	RBGPR
Q9Y620	25788	RA54B
Q9UK28	25789	TM59L
Q9UL16	25790	CFA45
Q8N5V2	25791	NGEF
Q9ULV3	25792	CIZ1
Q9Y3I1	25793	FBX7
O95336	25796	6PGL
Q16769	25797	QPCT	DB04581;DB04636;DB04622;
O95415	25798	BRI3
O75467	25799	Z324A
Q13433	25800	S39A6
P28676	25801	GRAN	DB11093;DB11348;DB14481;
P29536	25802	LMOD1
O95238	25803	SPDEF
Q9Y4Z0	25804	LSM4
Q13145	25805	BAMBI
Q9Y3P4	25807	RHBD3
Q9Y512	25813	SAM50
Q9UBB4	25814	ATX10
O95379	25816	TFIP8
Q9Y337	25818	KLK5
Q9UK39	25819	NOCT
Q9Y4X5	25820	ARI1
Q9Y2Z2	25821	MTO1
O75953	25822	DNJB5
P30044	25824	PRDX5	DB00995;DB03793;DB03608;DB09221;
Q9Y5Z0	25825	BACE2
Q9UKC9	25827	FBXL2
Q99757	25828	THIOM
Q9Y519	25829	T184B
Q9BR01	25830	ST4A1
Q9ULT8	25831	HECD1
Q9UKI9	25833	PO2F3
Q6KC79	25836	NIPBL
Q9ULW5	25837	RAB26
Q9H9E3	25839	COG4
Q9H8H3	25840	MET7A
Q8N961	25841	ABTB2
Q9Y294	25842	ASF1A
Q9Y3A3	25843	PHOCN
Q9GZM5	25844	YIPF3
Q9BS18	25847	APC13
Q14585	25850	ZN345
Q7Z6L1	25851	TCPR1
Q8IUR7	25852	ARMC8
Q5T6F0	25853	DCA12
Q9HCU9	25855	BRMS1
Q9NTU4	25858	CTSRZ
Q9P202	25861	WHRN
Q70CQ1	25862	UBP49
Q9BUJ0	25864	ABHEA
Q9BZL6	25865	KPCD2
Q8NBJ7	25870	SUMF2
Q6NW34	25871	NEPRO
Q9Y3U8	25873	RL36
O95563	25874	MPC2
Q6P1Q0	25875	LTMD1
Q9Y4P9	25876	SPEF1
Q9NR99	25878	MXRA5
Q9NV06	25879	DCA13
Q96B77	25880	TM186
Q6WN34	25884	CRDL2
O95602	25885	RPA1
Q8NBT0	25886	POC1A
Q8WTR7	25888	ZN473
Q7Z7G0	25890	TARSH
Q8NG06	25893	TRI58
Q58EX7	25894	PKHG4
Q9NVH2	25896	INT7
Q9NV58	25897	RN19A
Q96PM5	25898	ZN363
Q0D2I5	25900	IFFO1
Q8IWP9	25901	CC28A
Q6UB35	25902	C1TM
Q9H9A5	25904	CNO10
P60006	25906	APC15
Q8WYP5	25909	ELYS
Q9BVM2	25911	DPCD
Q9BWL3	25912	CA043
Q9NUX5	25913	POTE1
Q86VV8	25914	RTTN
Q9BU61	25915	NDUF3
Q9BV44	25917	THUM3
Q8WX92	25920	NELFB
Q9C0B5	25921	ZDHC5
Q6DD88	25923	ATLA3
Q8NFW9	25924	MYRIP
Q96K83	25925	ZN521
Q9H8H0	25926	NOL11
Q96F85	25927	CNRP1
Q6X4U4	25928	SOSD1
Q8TEQ6	25929	GEMI5
Q9H3S7	25930	PTN23
Q9Y696	25932	CLIC4
Q9UFN0	25934	NPS3A
Q96IY1	25936	NSL1
Q9GZV5	25937	WWTR1
Q86XA9	25938	HTR5A
Q9Y3Z3	25939	SAMH1
Q8NCA5	25940	FA98A
Q68CL5	25941	TPGS2
Q96ST3	25942	SIN3A
Q5TEA3	25943	CT194
Q9NQS3	25945	NECT3
Q96PM9	25946	Z385A
Q8IY47	25948	KBTB2
O95926	25949	SYF2
Q9Y3V2	25950	RWDD3
Q8N490	25953	PNKD
Q9NQW1	25956	SC31B
Q8TF01	25957	PNISR
Q63ZY3	25959	KANK2
Q96PE1	25960	AGRA2
Q86X67	25961	NUD13
Q69YN4	25962	VIR
Q8NBN3	25963	TM87A
Q9Y426	25966	C2CD2
Q9NRF2	25970	SH2B1
Q53HI1	25972	UNC50
Q7L3T8	25973	SYPM	DB00172;
Q9Y4U1	25974	MMAC	DB00115;DB00200;
Q8IUX8	25975	EGFL6
Q7Z3E1	25976	PARPT
Q8NC96	25977	NECP1
Q9UQN3	25978	CHM2B
Q6IAN0	25979	DRS7B
Q9Y312	25980	AAR2
Q9P2D7	25981	DYH1
Q8NEJ9	25983	NGDN
Q9C075	25984	K1C23
Q8WUA8	25987	TSK
Q9BQA5	25988	HINFP
Q6PHR2	25989	ULK3	DB12010;
Q8TER0	25992	SNED1
Q9Y241	25994	HIG1A
Q9Y3B8	25996	ORN
Q9P2D0	25998	IBTK
Q96DZ5	25999	CLIP3
Q4KMP7	26000	TB10B
Q9H6Y7	26001	RN167
Q6UVY6	26002	MOXD1
Q9H8Y8	26003	GORS2
Q4AC94	26005	C2CD3
Q3LXA3	26007	TKFC
Q8IYH5	26009	ZZZ3
Q9NUQ6	26010	SPS2L
Q6N022	26011	TEN4
Q6X4W1	26012	NSMF
Q9Y468	26013	LMBL1	DB03814;
Q9BWH6	26015	RPAP1
Q9Y421	26017	FA32A
Q96JA1	26018	LRIG1
Q9HAU5	26019	RENT2
Q7Z4F1	26020	LRP10
Q9Y2Y6	26022	TMM98
O75127	26024	PTCD1
O60330	26025	PCDGC
A1L390	26030	PKHG3
Q9H4L5	26031	OSBL3
Q5VV63	26033	ATRN1
Q8WWN9	26034	ICEF1
O94923	26035	GLCE
Q9Y4E5	26036	ZN451
O43166	26037	SI1L1
Q8TDI0	26038	CHD5
O75177	26039	CREST
Q9Y6X0	26040	SETBP
O94888	26043	UBXN7
O94822	26046	LTN1
Q9UHC6	26047	CNTP2
Q9Y6X4	26049	F169A
Q96T49	26051	PP16B
Q9UQ16	26052	DYN3
Q8WXX7	26053	AUTS2
Q9GZR1	26054	SENP6
Q9BXF6	26056	RFIP5
O75179	26057	ANR17
Q6Y7W6	26058	GGYF2
O15083	26059	ERC2
Q9UKG1	26060	DP13A
Q9UJ83	26061	HACL1
Q9NUI1	26063	DECR2
Q9P0K7	26064	RAI14
Q8ND56	26065	LS14A
Q9BWD3	26071	RTL8A
Q9Y2S7	26073	PDIP2
Q96DR7	26084	ARHGQ
Q9UKR3	26085	KLK13
Q86YR5	26086	GPSM1
Q9UJY5	26088	GGA1
Q8N2K0	26090	ABD12
Q5GLZ8	26091	HERC4
Q5JTV8	26092	TOIP1
Q9Y3X0	26093	CCDC9
Q8WV16	26094	DCAF4
Q9Y3Y2	26097	CHTOP
Q3B7T1	26098	EDRF1
Q7Z422	26099	SZRD1
Q9Y4P8	26100	WIPI2
Q9P2V4	26103	LRIT1
